,fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,presMax,horaPresMax,presMin,horaPresMin
159,2020-06-08,3195,"MADRID, RETIRO",MADRID,667,"17,1","0,0","11,0",Varias,"23,2",14:45,,"2,8",,,"941,2",24,"935,1",02
160,2020-06-09,3195,"MADRID, RETIRO",MADRID,667,"17,3","0,0","10,8",05:15,"23,8",14:30,,,,,"941,9",07,"939,1",17
161,2020-06-10,3195,"MADRID, RETIRO",MADRID,667,"18,6","0,0","11,6",05:20,"25,5",13:30,,,,,"941,5",07,"931,3",24
162,2020-06-11,3195,"MADRID, RETIRO",MADRID,667,"19,1","0,0","14,2",23:59,"24,0",12:20,,,,,"935,1",00,"927,5",18
163,2020-06-12,3195,"MADRID, RETIRO",MADRID,667,"15,4","1,8","10,0",05:30,"20,9",12:50,,,,,"935,0",24,"929,3",01
164,2020-06-13,3195,"MADRID, RETIRO",MADRID,667,"16,8","0,0","10,3",Varias,"23,4",14:30,,,,,"940,9",22,"935,0",Varias
165,2020-06-14,3195,"MADRID, RETIRO",MADRID,667,"19,2","0,0","12,9",03:30,"25,5",15:00,,,,,"943,8",24,"940,8",00
166,2020-06-15,3195,"MADRID, RETIRO",MADRID,667,"20,6","0,0","14,1",05:40,"27,0",14:50,,,,,"944,7",12,"941,1",19
167,2020-06-16,3195,"MADRID, RETIRO",MADRID,667,"20,7","0,0","15,8",04:40,"25,6",14:50,,,,,"944,3",00,"939,6",18
168,2020-06-17,3195,"MADRID, RETIRO",MADRID,667,"20,4","0,0","13,7",04:45,"27,1",14:40,,,,,"941,1",00,"936,5",18
169,2020-06-18,3195,"MADRID, RETIRO",MADRID,667,"22,4","0,0","15,8",05:30,"28,9",14:50,,,,,"939,3",24,"935,6",03
170,2020-06-19,3195,"MADRID, RETIRO",MADRID,667,"23,4","0,0","16,5",05:20,"30,3",14:20,,,,,"942,9",24,"938,7",00
171,2020-06-20,3195,"MADRID, RETIRO",MADRID,667,"24,4","0,0","16,5",05:05,"32,3",13:45,,,,,"944,8",10,"942,2",00
172,2020-06-21,3195,"MADRID, RETIRO",MADRID,667,"26,4","0,0","18,8",05:30,"33,9",14:45,,,,,"947,5",10,"943,3",18
173,2020-06-22,3195,"MADRID, RETIRO",MADRID,667,"26,8","0,0","19,1",05:40,"34,4",13:40,,,,,"946,6",08,"940,5",19
174,2020-06-23,3195,"MADRID, RETIRO",MADRID,667,"28,9","0,0","21,6",05:20,"36,2",14:30,,,,,"942,8",08,"937,8",19
175,2020-06-24,3195,"MADRID, RETIRO",MADRID,667,"27,0","0,1","22,7",05:20,"31,3",15:45,,,,,"941,3",13,"938,4",02
176,2020-06-25,3195,"MADRID, RETIRO",MADRID,667,"28,2","0,0","21,7",05:15,"34,6",14:05,,,,,"939,9",00,"936,0",18
177,2020-06-26,3195,"MADRID, RETIRO",MADRID,667,"26,0","0,0","20,8",04:50,"31,2",14:30,,,,,"938,9",10,"936,7",18
178,2020-06-27,3195,"MADRID, RETIRO",MADRID,667,"25,3","0,0","18,5",05:00,"32,1",14:50,,,,,"941,2",08,"938,4",04
179,2020-06-28,3195,"MADRID, RETIRO",MADRID,667,"27,2","0,0","20,0",05:00,"34,4",14:15,,,,,"941,3",Varias,"938,3",16
180,2020-06-29,3195,"MADRID, RETIRO",MADRID,667,"28,8","0,0","21,2",05:00,"36,5",13:40,,"0,0",,,"941,3",10,"936,8",20
181,2020-06-30,3195,"MADRID, RETIRO",MADRID,667,"29,6","0,0","22,1",05:30,"37,0",13:40,,,,,"938,6",08,"933,9",18
182,2020-07-01,3195,"MADRID, RETIRO",MADRID,667,"28,0","0,0","20,7",05:40,"35,4",14:30,,,,,"937,5",23,"934,9",00
183,2020-07-02,3195,"MADRID, RETIRO",MADRID,667,"26,9","0,0","20,8",05:00,"33,0",14:00,,,,,"940,1",24,"936,9",03
184,2020-07-03,3195,"MADRID, RETIRO",MADRID,667,"23,9","0,0","16,6",05:20,"31,2",14:20,,,,,"943,8",23,"939,9",01
185,2020-07-04,3195,"MADRID, RETIRO",MADRID,667,"26,0","0,0","18,4",05:30,"33,5",14:00,,,,,"946,2",10,"942,3",18
186,2020-07-05,3195,"MADRID, RETIRO",MADRID,667,"27,9","0,0","20,3",05:00,"35,5",14:50,,,,,"945,6",09,"940,8",18
187,2020-07-06,3195,"MADRID, RETIRO",MADRID,667,"29,6","0,0","22,5",04:50,"36,8",14:20,,,,,"942,0",07,"938,4",18
188,2020-07-07,3195,"MADRID, RETIRO",MADRID,667,"30,1","0,0","22,4",Varias,"37,8",14:20,,"0,0",,,"940,5",09,"936,7",19
189,2020-07-08,3195,"MADRID, RETIRO",MADRID,667,"29,6","0,0","24,0",05:20,"35,1",15:10,,,,,"940,6",06,"935,7",Varias
190,2020-07-09,3195,"MADRID, RETIRO",MADRID,667,"27,6","0,0","21,0",23:59,"34,2",14:10,,"0,0",,,"941,2",09,"937,9",17
191,2020-07-10,3195,"MADRID, RETIRO",MADRID,667,"26,0","0,0","18,9",05:30,"33,1",14:00,,,,,"940,6",08,"937,5",18
192,2020-07-11,3195,"MADRID, RETIRO",MADRID,667,"28,8","0,6","21,6",06:00,"36,1",13:30,,,,,"941,0",07,"937,5",18
193,2020-07-12,3195,"MADRID, RETIRO",MADRID,667,"27,1","0,0","21,4",06:00,"32,8",13:00,,,,,"942,9",Varias,"938,8",00
194,2020-07-13,3195,"MADRID, RETIRO",MADRID,667,"27,0","0,0","19,8",04:30,"34,3",14:20,,,,,"943,1",07,"939,7",18
195,2020-07-14,3195,"MADRID, RETIRO",MADRID,667,"26,6","0,0","19,7",05:50,"33,5",14:10,,,,,,,,
196,2020-07-15,3195,"MADRID, RETIRO",MADRID,667,"25,3","0,0","18,1",05:50,"32,5",14:00,,,,,"941,5",24,"939,3",18
197,2020-07-16,3195,"MADRID, RETIRO",MADRID,667,"26,2","0,0","18,4",05:30,"34,1",14:50,99,"2,2","9,2",Varias,,,,
198,2020-07-17,3195,"MADRID, RETIRO",MADRID,667,"27,6","0,0","20,5",05:20,"34,6",14:30,07,"3,3","9,2",00:10,"943,4",10,"939,7",19
199,2020-07-18,3195,"MADRID, RETIRO",MADRID,667,"26,8","0,0","19,0",06:10,"34,7",15:00,29,"2,8","6,9",17:00,"940,9",07,"936,6",18
200,2020-07-19,3195,"MADRID, RETIRO",MADRID,667,"29,2","0,0","21,8",06:15,"36,7",14:10,24,"2,2","8,9",14:00,"939,5",09,"936,5",18
201,2020-07-20,3195,"MADRID, RETIRO",MADRID,667,"28,8","0,0","21,0",Varias,"36,6",14:10,23,"1,7","7,2",12:20,"940,0",Varias,"937,4",18
202,2020-07-21,3195,"MADRID, RETIRO",MADRID,667,"29,5","5,4","24,0",Varias,"35,0",12:30,10,"2,8","10,3",21:00,"941,8",Varias,"938,8",18
203,2020-07-22,3195,"MADRID, RETIRO",MADRID,667,"24,2","0,0","16,6",05:20,"31,7",15:20,,,,,"942,7",Varias,"940,5",18
204,2020-07-23,3195,"MADRID, RETIRO",MADRID,667,"28,8","0,0","21,6",05:50,"36,1",13:50,,,,,"942,1",00,"937,4",18
205,2020-07-24,3195,"MADRID, RETIRO",MADRID,667,"28,8","0,0","22,0",05:40,"35,7",14:10,,,,,,,,
206,2020-07-25,3195,"MADRID, RETIRO",MADRID,667,"29,4","0,0","22,2",06:00,"36,5",14:10,,,,,"939,8",09,"936,1",18
207,2020-07-26,3195,"MADRID, RETIRO",MADRID,667,"30,5","0,0","23,0",05:20,"38,0",14:10,,,,,"939,3",07,"937,5",18
208,2020-07-27,3195,"MADRID, RETIRO",MADRID,667,"32,2","0,0","25,0",Varias,"39,4",14:10,,,,,"940,3",11,"936,7",18
209,2020-07-28,3195,"MADRID, RETIRO",MADRID,667,"29,5","0,0","23,4",05:50,"35,6",13:50,,,,,"939,8",09,"937,8",19
210,2020-07-29,3195,"MADRID, RETIRO",MADRID,667,"30,2","0,0","23,2",06:20,"37,2",13:50,,,,,"940,1",11,"937,0",Varias
211,2020-07-30,3195,"MADRID, RETIRO",MADRID,667,"31,4","0,0","23,5",05:20,"39,2",14:35,,,,,"939,0",11,"934,7",18
212,2020-07-31,3195,"MADRID, RETIRO",MADRID,667,"30,9","0,0","24,0",Varias,"37,8",14:20,,"0,0",,,"940,3",11,"938,2",00
213,2020-08-01,3195,"MADRID, RETIRO",MADRID,667,"29,5","0,0","21,5",05:40,"37,5",14:10,,,,,"941,6",Varias,"939,4",17
214,2020-08-02,3195,"MADRID, RETIRO",MADRID,667,"28,6","0,0","21,5",05:50,"35,6",14:10,,,,,"940,1",Varias,"936,9",18
215,2020-08-03,3195,"MADRID, RETIRO",MADRID,667,"24,0","0,0","17,0",06:10,"31,0",14:30,,,,,,,,
216,2020-08-04,3195,"MADRID, RETIRO",MADRID,667,"26,1","0,0","19,1",05:00,"33,1",13:40,,,,,"940,9",09,"936,7",19
217,2020-08-05,3195,"MADRID, RETIRO",MADRID,667,"27,8","0,0","20,5",Varias,"35,0",14:50,,,,,,,,
218,2020-08-06,3195,"MADRID, RETIRO",MADRID,667,"30,8","0,0","23,9",06:00,"37,7",14:40,,,,,"940,3",10,"937,1",00
219,2020-08-07,3195,"MADRID, RETIRO",MADRID,667,"31,7","0,0","25,2",06:00,"38,2",14:40,88,"1,7","8,9",14:40,"942,2",09,"939,0",00
220,2020-08-08,3195,"MADRID, RETIRO",MADRID,667,"29,8","0,0","25,4",Varias,"34,2",15:20,88,"1,9","6,1",23:10,"944,1",11,"940,2",18
221,2020-08-09,3195,"MADRID, RETIRO",MADRID,667,"31,2","0,8","24,8",06:20,"37,6",14:10,,,,,"941,8",11,"936,3",18
222,2020-08-10,3195,"MADRID, RETIRO",MADRID,667,"26,1","1,1","21,2",06:30,"31,0",16:50,88,"1,9","13,6",20:50,"938,3",11,"935,4",Varias
223,2020-08-11,3195,"MADRID, RETIRO",MADRID,667,"19,7","26,6","15,0",21:05,"24,4",09:20,88,"1,4","9,7",09:50,"941,2",14,"937,0",Varias
224,2020-08-12,3195,"MADRID, RETIRO",MADRID,667,"20,9","0,0","14,6",05:05,"27,2",14:30,88,"0,3","2,5",Varias,"940,0",11,"937,2",18
225,2020-08-13,3195,"MADRID, RETIRO",MADRID,667,"23,2","0,0","16,9",05:10,"29,4",13:50,,,,,,,,
226,2020-08-14,3195,"MADRID, RETIRO",MADRID,667,"25,6","0,0","19,4",04:50,"31,9",13:00,88,"2,5","7,5",Varias,"940,2",Varias,"936,6",18
227,2020-08-15,3195,"MADRID, RETIRO",MADRID,667,"23,4","0,0","17,3",Varias,"29,5",13:45,88,"3,3","10,8",18:30,"938,6",11,"936,1",18
228,2020-08-16,3195,"MADRID, RETIRO",MADRID,667,"21,8","0,0","15,5",06:00,"28,2",14:05,88,"1,9","8,6",14:10,"939,4",Varias,"937,2",18
229,2020-08-17,3195,"MADRID, RETIRO",MADRID,667,"21,6","0,0","15,7",05:30,"27,5",15:50,88,"2,8","7,5",13:00,"939,7",13,"937,8",16
230,2020-08-18,3195,"MADRID, RETIRO",MADRID,667,"24,5","0,0","19,0",05:25,"30,0",16:15,88,"1,7","5,8",12:10,"939,5",10,"936,8",18
231,2020-08-19,3195,"MADRID, RETIRO",MADRID,667,"25,4","0,0","18,5",05:15,"32,3",14:05,88,"2,5","9,2",13:10,"938,4",00,"932,3",18
232,2020-08-20,3195,"MADRID, RETIRO",MADRID,667,"25,4","0,0","17,2",06:05,"33,6",13:35,88,"3,1","8,9",Varias,"935,6",00,"932,8",Varias
233,2020-08-21,3195,"MADRID, RETIRO",MADRID,667,"26,0","0,0","20,4",04:20,"31,6",14:15,88,"3,3","10,8",13:20,"941,9",24,"935,4",00
234,2020-08-22,3195,"MADRID, RETIRO",MADRID,667,"26,2","0,0","19,9",05:45,"32,4",14:20,88,"2,2","7,8",22:20,"944,8",10,"941,7",00
235,2020-08-23,3195,"MADRID, RETIRO",MADRID,667,"26,4","0,0","19,8",06:00,"33,0",Varias,88,"1,7","8,3",21:50,"944,5",11,"940,5",20
236,2020-08-24,3195,"MADRID, RETIRO",MADRID,667,"26,3","0,0","20,1",Varias,"32,5",14:40,88,"2,2","7,8",00:30,"942,0",Varias,"938,3",18
237,2020-08-25,3195,"MADRID, RETIRO",MADRID,667,"28,4","0,0","21,3",06:05,"35,6",13:30,88,"1,9","6,4",00:30,"940,6",10,"933,7",18
238,2020-08-26,3195,"MADRID, RETIRO",MADRID,667,"28,5","0,0","21,0",07:25,"36,0",14:35,88,"2,5","7,8",13:10,"942,7",Varias,"940,3",00
239,2020-08-27,3195,"MADRID, RETIRO",MADRID,667,"29,0","0,0","21,6",Varias,"36,4",13:15,88,"2,5","6,7",14:10,"941,0",00,"934,6",24
240,2020-08-28,3195,"MADRID, RETIRO",MADRID,667,"26,0","0,0","20,0",23:59,"32,0",13:15,88,"3,3","10,0",14:10,"935,0",00,"929,8",Varias
241,2020-08-29,3195,"MADRID, RETIRO",MADRID,667,"18,8","0,0","14,5",23:59,"23,0",15:55,88,"3,6","11,1",17:00,"936,3",24,"930,6",00
242,2020-08-30,3195,"MADRID, RETIRO",MADRID,667,"17,4","0,0","11,6",05:30,"23,1",13:30,88,"2,8","10,0",00:30,"941,8",24,"936,3",00
243,2020-08-31,3195,"MADRID, RETIRO",MADRID,667,"18,6","0,0","12,1",06:05,"25,0",13:55,88,"1,9","6,7",03:10,"943,6",10,"939,9",18
244,2020-09-01,3195,"MADRID, RETIRO",MADRID,667,"20,8","0,0","15,3",05:20,"26,4",15:50,88,"1,1","16,7",09:40,"940,2",00,"935,8",18
245,2020-09-02,3195,"MADRID, RETIRO",MADRID,667,"22,1","0,0","15,2",06:00,"29,0",14:15,88,"2,8","10,0",01:50,"941,4",24,"937,4",00
246,2020-09-03,3195,"MADRID, RETIRO",MADRID,667,"24,0","0,0","17,2",06:45,"30,8",14:15,88,"1,9","6,1",00:30,"944,8",Varias,"941,4",00
247,2020-09-04,3195,"MADRID, RETIRO",MADRID,667,"25,2","0,0","18,8",06:50,"31,6",14:45,88,"1,7","5,3",14:00,"947,6",10,"943,6",18
248,2020-09-05,3195,"MADRID, RETIRO",MADRID,667,"25,2","0,0","18,0",06:15,"32,3",14:15,88,"0,8","7,5",22:00,"944,5",00,"939,7",19
249,2020-09-06,3195,"MADRID, RETIRO",MADRID,667,"26,2","0,0","19,9",06:15,"32,4",13:45,88,"2,2","8,9",21:50,"941,7",03,"937,3",18
250,2020-09-07,3195,"MADRID, RETIRO",MADRID,667,"20,2","0,0","14,0",06:15,"26,3",14:15,88,"3,1","10,8",22:20,"944,8",24,"941,6",16
251,2020-09-08,3195,"MADRID, RETIRO",MADRID,667,"19,7","0,0","13,1",06:15,"26,3",14:05,88,"3,1","11,7",00:30,"946,8",08,"944,0",16
252,2020-09-09,3195,"MADRID, RETIRO",MADRID,667,"22,0","0,0","15,7",06:15,"28,2",13:55,88,"1,4","8,6",23:50,"946,1",10,"942,3",18
253,2020-09-10,3195,"MADRID, RETIRO",MADRID,667,"23,9","0,0","17,9",06:15,"29,9",13:45,88,"2,2","8,6",06:10,"945,0",00,"939,6",19
254,2020-09-11,3195,"MADRID, RETIRO",MADRID,667,"24,6","0,0","18,5",05:40,"30,8",13:30,88,"2,2","8,3",23:20,"940,6",01,"937,4",18
255,2020-09-12,3195,"MADRID, RETIRO",MADRID,667,"25,4","0,0","19,1",06:10,"31,6",13:50,88,"1,9","7,8",00:10,,,,
256,2020-09-13,3195,"MADRID, RETIRO",MADRID,667,"25,8","0,0","19,6",06:50,"32,1",13:10,88,"2,8","7,2",13:10,,,,
257,2020-09-14,3195,"MADRID, RETIRO",MADRID,667,"24,2","1,3","19,6",06:35,"28,8",15:15,88,"1,9","10,6",18:40,"946,1",10,"942,3",18
258,2020-09-15,3195,"MADRID, RETIRO",MADRID,667,"22,8","0,0","18,0",04:45,"27,5",13:55,88,"2,2","5,8",01:40,"945,6",09,"942,8",18
259,2020-09-16,3195,"MADRID, RETIRO",MADRID,667,"24,4","3,4","18,8",06:55,"30,0",14:00,88,"0,8","21,1",12:00,"943,7",00,"938,9",Varias
260,2020-09-17,3195,"MADRID, RETIRO",MADRID,667,"21,4","13,0","17,4",23:00,"25,5",12:30,,,,,"941,0",00,"936,4",20
261,2020-09-18,3195,"MADRID, RETIRO",MADRID,667,"17,8","22,2","15,0",23:59,"20,6",12:35,,,,,"938,2",15,"935,3",06
262,2020-09-19,3195,"MADRID, RETIRO",MADRID,667,"17,2","0,6","14,9",00:15,"19,6",13:15,,,,,"939,8",24,"937,4",00
263,2020-09-20,3195,"MADRID, RETIRO",MADRID,667,"18,9","0,0","16,1",06:00,"21,7",16:00,,,,,"941,6",24,"940,0",16
264,2020-09-21,3195,"MADRID, RETIRO",MADRID,667,"18,8","0,0","13,7",06:45,"23,9",13:55,,,,,"942,1",Varias,"939,8",16
265,2020-09-22,3195,"MADRID, RETIRO",MADRID,667,"18,8","0,0","13,1",07:15,"24,4",13:05,,,,,"940,3",00,"937,0",16
266,2020-09-23,3195,"MADRID, RETIRO",MADRID,667,"19,8","6,6","16,3",Varias,"23,2",13:45,,,,,"938,8",24,"936,3",16
267,2020-09-24,3195,"MADRID, RETIRO",MADRID,667,"18,1","6,9","14,5",23:59,"21,7",16:15,28,"3,1","11,4",12:50,"940,2",Varias,"937,5",16
268,2020-09-25,3195,"MADRID, RETIRO",MADRID,667,"15,6","0,0","12,4",23:59,"18,8",13:10,32,"4,2","15,3",06:30,"945,6",24,"940,1",01
269,2020-09-26,3195,"MADRID, RETIRO",MADRID,667,"14,6","0,0","9,3",05:50,"20,0",15:50,31,"2,2","12,2",21:10,"945,7",00,"937,4",24
270,2020-09-27,3195,"MADRID, RETIRO",MADRID,667,"16,6","0,0","11,5",23:50,"21,7",13:20,02,"2,2","9,4",17:50,"940,1",24,"936,8",03
271,2020-09-28,3195,"MADRID, RETIRO",MADRID,667,"15,5","0,0","9,1",05:50,"21,9",13:45,03,"1,1","5,3",Varias,"942,4",10,"939,6",16
272,2020-09-29,3195,"MADRID, RETIRO",MADRID,667,"19,0","0,0","13,2",03:45,"24,9",13:15,99,"1,4","5,3",Varias,"942,7",10,"939,6",16
273,2020-09-30,3195,"MADRID, RETIRO",MADRID,667,"18,6","0,0","11,6",06:20,"25,5",13:20,23,"1,7","6,4",13:50,"940,6",Varias,"937,0",24
274,2020-10-01,3195,"MADRID, RETIRO",MADRID,667,"17,7","0,0","12,8",06:30,"22,6",15:05,27,"3,3","11,7",23:30,"937,0",00,"929,3",24
275,2020-10-02,3195,"MADRID, RETIRO",MADRID,667,"12,6","7,5","9,4",23:59,"15,9",00:00,30,"5,3","16,7",11:30,"929,3",00,"918,9",09
276,2020-10-03,3195,"MADRID, RETIRO",MADRID,667,"13,0","0,0","8,3",06:10,"17,7",13:15,32,"3,9","10,6",12:30,"934,1",Varias,"928,6",03
277,2020-10-04,3195,"MADRID, RETIRO",MADRID,667,"12,7","0,0","8,0",05:20,"17,4",13:00,25,"2,8","11,4",09:50,"936,8",24,"932,3",06
278,2020-10-05,3195,"MADRID, RETIRO",MADRID,667,"14,2","0,0","10,2",06:00,"18,3",15:30,26,"2,2","9,2",03:20,"944,1",24,"936,5",00
279,2020-10-06,3195,"MADRID, RETIRO",MADRID,667,"17,1","0,0","9,9",Varias,"24,3",13:45,32,"1,7","6,4",15:40,"947,0",09,"943,9",Varias
280,2020-10-07,3195,"MADRID, RETIRO",MADRID,667,"17,9","0,0","11,6",06:45,"24,2",13:45,04,"1,1","4,7",23:40,"947,7",11,"945,4",16
281,2020-10-08,3195,"MADRID, RETIRO",MADRID,667,"19,2","0,0","14,5",06:30,"23,8",13:00,99,"1,4","6,4",Varias,"947,5",09,"944,8",17
282,2020-10-09,3195,"MADRID, RETIRO",MADRID,667,"19,2","0,0","12,9",05:30,"25,4",13:30,04,"1,1","5,8",00:30,"947,1",Varias,"944,0",14
283,2020-10-10,3195,"MADRID, RETIRO",MADRID,667,"17,8","0,0","12,4",23:59,"23,1",13:20,04,"3,1","11,7",21:40,"946,8",23,"943,8",16
284,2020-10-11,3195,"MADRID, RETIRO",MADRID,667,"14,0","0,0","9,5",06:15,"18,6",14:15,03,"3,6","11,1",20:10,"948,2",10,"946,0",15
285,2020-10-12,3195,"MADRID, RETIRO",MADRID,667,"13,8","0,0","9,4",06:30,"18,2",13:20,03,"2,8","9,7",03:00,"948,0",00,"943,9",24
286,2020-10-13,3195,"MADRID, RETIRO",MADRID,667,"15,0","0,0","8,3",06:15,"21,8",15:15,32,"2,2","10,6",21:20,"943,9",00,"935,6",24
287,2020-10-14,3195,"MADRID, RETIRO",MADRID,667,"13,0","0,0","9,4",07:00,"16,5",13:20,30,"1,9","8,9",14:30,"940,3",24,"935,2",04
288,2020-10-15,3195,"MADRID, RETIRO",MADRID,667,"11,5","0,0","6,6",06:30,"16,4",13:10,02,"1,9","9,4",20:20,"941,8",24,"939,3",00
289,2020-10-16,3195,"MADRID, RETIRO",MADRID,667,"9,6","0,0","4,6",06:40,"14,7",13:10,05,"1,4","5,6",02:10,"942,7",Varias,"939,8",17
290,2020-10-17,3195,"MADRID, RETIRO",MADRID,667,"11,2","0,0","5,5",05:45,"16,8",14:50,25,"1,1","4,7",14:40,"943,2",24,"939,9",03
291,2020-10-18,3195,"MADRID, RETIRO",MADRID,667,"13,6","0,0","7,6",06:30,"19,6",14:15,05,"1,4","5,6",21:20,"944,6",09,"941,7",17
292,2020-10-19,3195,"MADRID, RETIRO",MADRID,667,"16,0","4,4","9,9",06:15,"22,0",14:45,15,"1,7","6,7",23:59,"943,0",00,"936,7",21
293,2020-10-20,3195,"MADRID, RETIRO",MADRID,667,"14,8","24,2","11,9",09:30,"17,7",00:00,20,"1,7","19,7",22:40,"936,8",Varias,"926,6",22
294,2020-10-21,3195,"MADRID, RETIRO",MADRID,667,"14,7","3,5","12,6",05:10,"16,8",13:20,24,"2,5","8,9",12:30,"936,0",24,"929,8",00
295,2020-10-22,3195,"MADRID, RETIRO",MADRID,667,"13,7","9,6","11,3",22:10,"16,1",15:20,18,"1,9","8,9",17:20,"940,2",24,"936,0",00
296,2020-10-23,3195,"MADRID, RETIRO",MADRID,667,"12,0","2,5","9,2",Varias,"14,9",14:20,24,,"8,3",11:20,"947,4",24,"940,2",00
297,2020-10-24,3195,"MADRID, RETIRO",MADRID,667,"11,2","0,0","7,6",06:30,"14,8",15:00,,"3,3",,,"948,5",Varias,"944,5",
298,2020-10-25,3195,"MADRID, RETIRO",MADRID,667,"11,0","7,5","7,4",23:59,"14,5",13:00,,,,,"944,5",00,"935,6",18
299,2020-10-26,3195,"MADRID, RETIRO",MADRID,667,"9,5","0,0","6,0",Varias,"13,0",13:45,,,,,"943,4",23,"936,7",00
300,2020-10-27,3195,"MADRID, RETIRO",MADRID,667,"10,4","0,0","5,6",06:15,"15,2",13:00,,,,,"948,4",Varias,"941,6",16
301,2020-10-28,3195,"MADRID, RETIRO",MADRID,667,"10,5","0,0","8,1",03:30,"12,9",Varias,,,,,"948,3",24,"942,8",03
302,2020-10-29,3195,"MADRID, RETIRO",MADRID,667,"11,8","0,0","9,2",23:00,"14,5",Varias,,,,,"950,6",10,"948,0",00
303,2020-10-30,3195,"MADRID, RETIRO",MADRID,667,"13,0","0,0","7,8",06:15,"18,1",13:35,,,,,"950,2",09,"948,1",13
304,2020-10-31,3195,"MADRID, RETIRO",MADRID,667,"14,4","0,0","8,6",06:30,"20,2",15:15,,,,,"949,8",10,"946,7",15
305,2020-11-01,3195,"MADRID, RETIRO",MADRID,667,"14,4","0,0","9,3",07:00,"19,4",15:10,,,,,"949,2",10,"946,5",18
306,2020-11-02,3195,"MADRID, RETIRO",MADRID,667,"14,6","0,0","10,5",03:50,"18,7",14:40,,,,,"947,2",10,"945,0",Varias
307,2020-11-03,3195,"MADRID, RETIRO",MADRID,667,"12,5","1,0","10,1",23:59,"14,9",09:30,,,,,"948,3",Varias,"945,8",01
308,2020-11-04,3195,"MADRID, RETIRO",MADRID,667,"9,6","3,8","7,7",08:50,"11,5",13:00,,,,,"946,7",00,"939,9",17
309,2020-11-05,3195,"MADRID, RETIRO",MADRID,667,"10,3","6,4","8,1",00:00,"12,5",13:20,,,,,"943,0",10,"940,9",17
310,2020-11-06,3195,"MADRID, RETIRO",MADRID,667,"14,4","20,0","10,8",00:50,"18,1",14:00,,,,,"941,8",03,"936,0",18
311,2020-11-07,3195,"MADRID, RETIRO",MADRID,667,"12,1","0,6","9,4",23:59,"14,8",13:15,,,,,"945,8",24,"937,2",04
312,2020-11-08,3195,"MADRID, RETIRO",MADRID,667,"11,7","7,2","8,4",06:55,"15,0",13:45,,,,,,,,
313,2020-11-09,3195,"MADRID, RETIRO",MADRID,667,"12,1","0,0","9,7",23:50,"14,5",15:50,,,,,"947,1",24,"944,0",03
314,2020-11-10,3195,"MADRID, RETIRO",MADRID,667,"11,2","0,0","7,2",07:00,"15,3",14:30,,,,,"949,9",11,"947,0",00
315,2020-11-11,3195,"MADRID, RETIRO",MADRID,667,"10,7","0,0","7,4",05:40,"14,0",15:00,,,,,"949,6",00,"945,9",16
316,2020-11-12,3195,"MADRID, RETIRO",MADRID,667,"11,8","0,0","8,9",04:50,"14,8",15:00,,,,,"947,3",00,"943,2",16
317,2020-11-13,3195,"MADRID, RETIRO",MADRID,667,"12,2","0,0","9,3",06:40,"15,2",14:20,,,,,"944,7",10,"942,6",13
318,2020-11-14,3195,"MADRID, RETIRO",MADRID,667,"11,5","2,5","10,7",00:50,"12,3",15:50,,,,,"944,6",23,"942,4",04
319,2020-11-15,3195,"MADRID, RETIRO",MADRID,667,"13,6","0,0","11,5",07:30,"15,6",15:30,,,,,"945,1",23,"943,3",04
320,2020-11-16,3195,"MADRID, RETIRO",MADRID,667,"14,3","0,1","11,2",07:00,"17,4",15:05,,,,,"948,8",24,"943,9",04
321,2020-11-17,3195,"MADRID, RETIRO",MADRID,667,"11,0","0,0","8,4",07:20,"13,5",13:20,,,,,"950,4",07,"948,4",04
322,2020-11-18,3195,"MADRID, RETIRO",MADRID,667,"11,6","0,0","9,3",00:25,"13,9",15:45,,,,,"951,3",Varias,"949,7",16
323,2020-11-19,3195,"MADRID, RETIRO",MADRID,667,"13,7","0,0","8,0",07:00,"19,4",13:30,,,,,"954,4",23,"951,0",02
324,2020-11-20,3195,"MADRID, RETIRO",MADRID,667,"11,6","0,0","7,5",06:55,"15,7",13:30,,,,,"954,0",00,"949,0",20
325,2020-11-21,3195,"MADRID, RETIRO",MADRID,667,"10,0","0,0","6,4",05:20,"13,5",14:20,,,,,"950,6",24,"948,3",06
326,2020-11-22,3195,"MADRID, RETIRO",MADRID,667,"8,4","0,0","4,2",06:50,"12,7",Varias,,,,,"951,2",10,"948,2",Varias
327,2020-11-23,3195,"MADRID, RETIRO",MADRID,667,"9,2","0,0","4,5",Varias,"13,9",15:15,,,,,"949,9",10,"948,3",14
328,2020-11-24,3195,"MADRID, RETIRO",MADRID,667,"8,0","0,0","4,1",06:45,"11,8",14:45,,,,,"948,2",00,"941,5",24
329,2020-11-25,3195,"MADRID, RETIRO",MADRID,667,"8,4","3,0","5,4",00:30,"11,5",14:50,,,,,"940,9",00,"934,2",19
330,2020-11-26,3195,"MADRID, RETIRO",MADRID,667,"10,5","4,6","8,5",Varias,"12,5",19:15,,,,,"936,0",01,"933,4",13
331,2020-11-27,3195,"MADRID, RETIRO",MADRID,667,"9,3","11,4","7,4",22:15,"11,2",08:45,,,,,"935,0",00,"930,5",24
332,2020-11-28,3195,"MADRID, RETIRO",MADRID,667,"9,0","0,0","7,1",07:30,"10,8",Varias,,,,,"935,2",24,"928,8",05
